469	-0.6751	-0.4474	-0.49105
470	-0.66428	-0.43737	-0.51694
471	-0.65382	-0.42798	-0.54421
472	-0.64358	-0.41903	-0.57266
473	-0.63337	-0.41029	-0.60205
474	-0.62299	-0.40152	-0.63215
475	-0.61223	-0.39247	-0.66272
476	-0.60095	-0.38293	-0.69356
477	-0.58916	-0.37291	-0.72451
478	-0.57693	-0.36245	-0.75542
479	-0.56434	-0.35162	-0.78615
480	-0.55146	-0.34047	-0.81657
481	-0.53837	-0.32908	-0.84661
482	-0.52522	-0.31762	-0.87651
483	-0.51218	-0.30631	-0.90656
484	-0.49943	-0.29534	-0.93707
485	-0.48714	-0.28496	-0.96832
486	-0.47541	-0.27528	-1.00051
487	-0.46403	-0.26608	-1.03335
488	-0.4527	-0.257	-1.06647
489	-0.4411	-0.2477	-1.0995
490	-0.42894	-0.23781	-1.13208
491	-0.41598	-0.22708	-1.16395
492	-0.40246	-0.21575	-1.19531
493	-0.38869	-0.20421	-1.22643
494	-0.37501	-0.19284	-1.25762
495	-0.36178	-0.18206	-1.28916
496	-0.34926	-0.1722	-1.32131
497	-0.33739	-0.16313	-1.35421
498	-0.326	-0.15464	-1.38798
499	-0.31493	-0.14649	-1.42274
500	-0.30399	-0.13844	-1.45859
501	-0.29304	-0.13029	-1.49566
502	-0.28211	-0.12208	-1.534
503	-0.27124	-0.1139	-1.5737
504	-0.26048	-0.10585	-1.61482
505	-0.2499	-0.09801	-1.65743
506	-0.23955	-0.09049	-1.70148
507	-0.22944	-0.08334	-1.74647
508	-0.21959	-0.07658	-1.79178
509	-0.21	-0.07025	-1.83679
510	-0.20069	-0.06439	-1.88089
511	-0.19166	-0.05901	-1.92362
512	-0.18279	-0.05393	-1.96521
513	-0.17395	-0.04894	-2.00605
514	-0.16502	-0.04381	-2.04651
515	-0.15585	-0.03834	-2.08698
516	-0.14637	-0.03237	-2.12777
517	-0.13673	-0.02615	-2.16885
518	-0.12718	-0.02002	-2.21014
519	-0.11797	-0.01434	-2.25156
520	-0.10935	-0.00948	-2.29299
521	-0.10154	-0.00573	-2.3344
522	-0.0945	-0.00304	-2.37583
523	-0.08815	-0.00129	-2.4174
524	-0.08238	-0.00032	-2.4592
525	-0.07711	0	-2.50132
526	-0.07222	-0.00018	-2.54383
527	-0.06765	-0.00075	-2.58658
528	-0.0633	-0.00159	-2.62942
529	-0.05911	-0.0026	-2.67216
530	-0.05499	-0.00367	-2.71463
531	-0.05087	-0.00471	-2.75673
532	-0.04669	-0.00569	-2.79859
533	-0.04238	-0.00661	-2.84039
534	-0.0379	-0.00747	-2.88233
535	-0.0332	-0.00825	-2.92459
536	-0.02824	-0.00898	-2.96733
537	-0.02318	-0.0098	-3.01048
538	-0.01823	-0.0109	-3.05394
539	-0.01359	-0.01244	-3.09759
540	-0.00946	-0.01459	-3.14134
541	-0.00603	-0.0175	-3.1851
542	-0.00336	-0.0212	-3.22887
543	-0.00146	-0.02569	-3.27266
544	-0.00033	-0.03097	-3.3165
545	0	-0.03704	-3.36041
546	-0.00042	-0.04385	-3.40441
547	-0.00133	-0.05114	-3.4485
548	-0.00243	-0.05862	-3.49268
549	-0.00341	-0.06602	-3.53696
550	-0.00396	-0.07306	-3.58132
551	-0.00388	-0.07959	-3.62578
552	-0.00333	-0.0858	-3.67028
553	-0.00257	-0.092	-3.71476
554	-0.00185	-0.09846	-3.75918
555	-0.00144	-0.10546	-3.80348
556	-0.00154	-0.11318	-3.84762
557	-0.0021	-0.12152	-3.89164
558	-0.00303	-0.13031	-3.9356
559	-0.0042	-0.13937	-3.97954
560	-0.00553	-0.14855	-4.02353
561	-0.00692	-0.15773	-4.06761
562	-0.00841	-0.16699	-4.11175
563	-0.01002	-0.17648	-4.15591
564	-0.01182	-0.18631	-4.20005
565	-0.01383	-0.1966	-4.24415
566	-0.0161	-0.20744	-4.28817
567	-0.01864	-0.2188	-4.33209
568	-0.02146	-0.23061	-4.37593
569	-0.02458	-0.24282	-4.41968
570	-0.028	-0.25538	-4.46335
571	-0.03174	-0.26826	-4.50692
572	-0.0359	-0.28156	-4.55041
573	-0.04058	-0.29538	-4.59381
574	-0.04588	-0.30984	-4.63711
575	-0.05189	-0.32506	-4.68031
576	-0.05862	-0.34106	-4.72341
577	-0.06579	-0.35765	-4.76638
578	-0.07302	-0.37458	-4.80921
579	-0.07998	-0.39158	-4.85187
580	-0.08632	-0.40844	-4.89433
581	-0.09184	-0.42499	-4.93659
582	-0.09676	-0.44131	-4.97865
583	-0.10143	-0.45755	-5.02052
584	-0.10618	-0.47385	-5.06222
585	-0.11133	-0.49035	-5.10375
586	-0.11713	-0.50716	-5.14513
587	-0.12357	-0.52436	-5.18636
588	-0.13057	-0.542	-5.22743
589	-0.13807	-0.56013	-5.26836
590	-0.146	-0.5788	-5.30914
591	-0.15428	-0.59804	-5.34977
592	-0.16286	-0.61777	-5.39021
593	-0.17168	-0.63792	-5.43041
594	-0.18069	-0.65839	-5.47034
595	-0.18983	-0.67909	-5.50995
596	-0.19907	-0.69998	-5.54922
597	-0.20844	-0.72111	-5.58819
598	-0.21799	-0.74257	-5.6269
599	-0.22778	-0.76444	-5.66543
600	-0.23784	-0.78679	-5.70383
601	-0.24821	-0.80969	-5.74214
602	-0.2589	-0.83308	-5.78032
603	-0.26991	-0.85688	-5.81833
604	-0.28125	-0.88101	-5.85611
605	-0.29291	-0.90539	-5.89362
606	-0.3049	-0.92998	-5.93083
607	-0.31721	-0.95476	-5.96773
608	-0.32985	-0.97975	-6.00438
609	-0.3428	-1.00498	-6.04079
610	-0.35607	-1.03047	-6.07699
611	-0.36966	-1.05622	-6.11301
612	-0.38354	-1.08223	-6.14883
613	-0.39771	-1.10849	-6.18442
614	-0.41214	-1.13498	-6.21976
615	-0.42682	-1.16171	-6.25482
616	-0.44172	-1.18866	-6.25482
617	-0.45681	-1.21584	-6.25482
618	-0.47202	-1.24327	-6.25482
619	-0.48732	-1.27095	-6.25482
620	-0.50264	-1.29891	-6.25482
621	-0.518	-1.32714	-6.25482
622	-0.53354	-1.35564	-6.25482
623	-0.54948	-1.38437	-6.25482
624	-0.56602	-1.41332	-6.25482
625	-0.58334	-1.44247	-6.25482
626	-0.60158	-1.47178	-6.25482
627	-0.62062	-1.50128	-6.25482
628	-0.64029	-1.53096	-6.25482
629	-0.66043	-1.56084	-6.25482
630	-0.68087	-1.59094	-6.25482
631	-0.70149	-1.62125	-6.25482
632	-0.72225	-1.65176	-6.25482
633	-0.74315	-1.68247	-6.25482
634	-0.76419	-1.71335	-6.25482
635	-0.78537	-1.74439	-6.25482
636	-0.80667	-1.77558	-6.25482
637	-0.82803	-1.807	-6.25482
638	-0.84938	-1.8387	-6.25482
639	-0.87065	-1.87077	-6.25482
640	-0.89178	-1.90327	-6.25482
641	-0.91273	-1.93622	-6.25482
642	-0.93369	-1.9694	-6.25482
643	-0.95485	-2.00252	-6.25482
644	-0.97643	-2.03531	-6.25482
645	-0.99863	-2.06748	-6.25482
646	-1.02162	-2.09886	-6.25482
647	-1.04535	-2.12968	-6.25482
648	-1.06974	-2.16029	-6.25482
649	-1.0947	-2.19101	-6.25482
650	-1.12017	-2.22219	-6.25482
651	-1.14605	-2.25409	-6.25482
652	-1.17228	-2.28666	-6.25482
653	-1.19878	-2.31977	-6.25482
654	-1.2255	-2.3533	-6.25482
655	-1.25234	-2.38712	-6.25482
656	-1.27927	-2.42111	-6.25482
657	-1.30629	-2.45525	-6.25482
658	-1.33339	-2.4895	-6.25482
659	-1.36061	-2.52382	-6.25482
660	-1.38794	-2.55821	-6.25482
661	-1.4154	-2.59261	-6.25482
662	-1.443	-2.62695	-6.25482
663	-1.47075	-2.66113	-6.25482
664	-1.49867	-2.69507	-6.25482
665	-1.52676	-2.72867	-6.25482
666	-1.55504	-2.76187	-6.25482
667	-1.5835	-2.79475	-6.25482
668	-1.61215	-2.8274	-6.25482
669	-1.641	-2.85993	-6.25482
670	-1.67004	-2.89245	-6.25482
671	-1.69929	-2.92502	-6.25482
672	-1.72875	-2.95768	-6.25482
673	-1.75842	-2.9904	-6.25482
674	-1.78832	-3.02319	-6.25482
675	-1.81845	-3.05604	-6.25482
676	-1.84883	-3.08893	-6.25482
677	-1.87943	-3.12188	-6.25482
678	-1.91025	-3.15488	-6.25482
679	-1.94127	-3.18794	-6.25482
680	-1.97248	-3.22105	-6.25482
681	-2.00387	-3.25423	-6.25482
682	-2.0355	-3.28753	-6.25482
683	-2.06744	-3.32101	-6.25482
684	-2.09975	-3.35471	-6.25482
685	-2.13249	-3.3887	-6.25482
686	-2.16569	-3.423	-6.25482
687	-2.19919	-3.45748	-6.25482
688	-2.23277	-3.49195	-6.25482
689	-2.26625	-3.52625	-6.25482
690	-2.29941	-3.5602	-6.25482
691	-2.3321	-3.59367	-6.25482
692	-2.3644	-3.62672	-6.25482
693	-2.39644	-3.65943	-6.25482
694	-2.42835	-3.69191	-6.25482
695	-2.46026	-3.72423	-6.25482
696	-2.49226	-3.75649	-6.25482
697	-2.52436	-3.7887	-6.25482
698	-2.55653	-3.82089	-6.25482
699	-2.58873	-3.85306	-6.25482
700	-2.62094	-3.88522	-6.25482
701	-2.65314	-3.91741	-6.25482
702	-2.68538	-3.94965	-6.25482
703	-2.71773	-3.98199	-6.25482
704	-2.75025	-4.01448	-6.25482
705	-2.78302	-4.04716	-6.25482
706	-2.81609	-4.08006	-6.25482
707	-2.8494	-4.11311	-6.25482
708	-2.8829	-4.14626	-6.25482
709	-2.91654	-4.17942	-6.25482
710	-2.95024	-4.21252	-6.25482
711	-2.98394	-4.2455	-6.25482
712	-3.0176	-4.27832	-6.25482
713	-3.05117	-4.31098	-6.25482
714	-3.08458	-4.34346	-6.25482
715	-3.11779	-4.37575	-6.25482
716	-3.15077	-4.40783	-6.25482
717	-3.18356	-4.43975	-6.25482
718	-3.21623	-4.47155	-6.25482
719	-3.24885	-4.50328	-6.25482
720	-3.28148	-4.53499	-6.25482
721	-3.31418	-4.5667	-6.25482
722	-3.34689	-4.59838	-6.25482
723	-3.37958	-4.62999	-6.25482
724	-3.41217	-4.66147	-6.25482
725	-3.44462	-4.69279	-6.25482
726	-3.47688	-4.7239	-6.25482
727	-3.50897	-4.75484	-6.25482
728	-3.54093	-4.78565	-6.25482
729	-3.5728	-4.81635	-6.25482
730	-3.60461	-4.847	-6.25482
731	-3.63641	-4.87764	-6.25482
732	-3.66821	-4.90827	-6.25482
733	-3.70006	-4.9389	-6.25482
734	-3.73197	-4.96956	-6.25482
735	-3.76398	-5.00024	-6.25482
736	-3.7961	-5.03095	-6.25482
737	-3.82823	-5.0616	-6.25482
738	-3.86029	-5.09209	-6.25482
739	-3.89215	-5.12233	-6.25482
740	-3.92373	-5.1522	-6.25482
741	-3.95495	-5.18167	-6.25482
742	-3.98589	-5.21081	-6.25482
743	-4.01666	-5.23975	-6.25482
744	-4.04737	-5.26863	-6.25482
745	-4.07815	-5.29757	-6.25482
746	-4.10906	-5.32668	-6.25482
747	-4.14008	-5.35591	-6.25482
748	-4.17113	-5.3852	-6.25482
749	-4.20216	-5.41447	-6.25482
750	-4.23309	-5.44366	-6.25482
751	-4.26387	-5.47271	-6.25482
752	-4.2945	-5.50161	-6.25482
753	-4.32499	-5.53036	-6.25482
754	-4.35535	-5.55896	-6.25482
755	-4.3856	-5.58742	-6.25482
756	-4.41574	-5.61573	-6.25482
757	-4.44581	-5.64395	-6.25482
758	-4.47584	-5.67211	-6.25482
759	-4.50585	-5.70027	-6.25482
760	-4.53587	-5.72846	-6.25482
761	-4.56592	-5.75672	-6.25482
762	-4.59596	-5.78501	-6.25482
763	-4.62594	-5.81327	-6.25482
764	-4.65579	-5.84145	-6.25482
765	-4.68548	-5.86949	-6.25482
766	-4.71497	-5.89736	-6.25482
767	-4.74431	-5.92511	-6.25482
768	-4.77359	-5.95281	-6.25482
769	-4.8029	-5.98052	-6.25482
770	-4.8323	-6.00833	-6.25482
771	-4.86186	-6.03627	-6.25482
772	-4.89149	-6.06427	-6.25482
773	-4.92109	-6.09222	-6.25482
774	-4.95056	-6.12001	-6.25482
775	-4.97979	-6.14754	-6.25482
776	-5.00871	-6.17474	-6.25482
777	-5.03736	-6.20166	-6.25482
778	-5.06583	-6.22838	-6.25482
779	-5.0942	-6.255	-6.25482
780	-5.12256	-6.28158	-6.25482

